asset_id,recorded_at,temperature,vibration,pressure,humidity,fuel_level,date,hour,day_of_week,temperature_rolling_avg,vibration_rolling_avg,temperature_deviation,vibration_deviation,temperature_anomaly,vibration_anomaly,risk_score,risk_level,ml_anomaly,anomaly_score,anomaly_status
AST-0001,2026-08-01 22:45:38.403936,6.16,2.3,98.62,71.12,75.25,2026-08-01,22,5,4.696,2.406,1.4640000000000004,-0.1059999999999998,False,False,0,LOW,False,0.13303687177098916,NORMAL
AST-0001,2026-08-02 02:49:38.403936,4.67,2.21,97.29,61.12,59.5,2026-08-02,2,6,5.209999999999999,2.272,-0.5399999999999991,-0.0619999999999998,False,False,0,LOW,False,0.10551476015372657,NORMAL
AST-0001,2026-08-02 04:40:38.403936,3.27,3.37,100.2,51.64,78.03,2026-08-02,4,6,4.717999999999999,2.392,-1.447999999999999,0.9780000000000002,False,True,1,MEDIUM,False,0.12624288180192056,NORMAL
AST-0001,2026-08-02 07:09:38.403936,3.0,1.5,100.93,52.96,45.89,2026-08-02,7,6,4.554,2.288,-1.5540000000000005,-0.7879999999999998,False,True,1,MEDIUM,False,0.11230743140088695,NORMAL
AST-0001,2026-08-02 16:42:38.403936,3.68,2.71,100.3,62.56,38.64,2026-08-02,16,6,4.156,2.418,-0.4759999999999995,0.2919999999999998,False,False,0,LOW,False,0.13004281242042015,NORMAL
AST-0001,2026-08-02 18:01:38.403936,6.58,3.33,103.01,70.46,58.55,2026-08-02,18,6,4.239999999999999,2.624,2.3400000000000007,0.706,False,True,1,MEDIUM,False,0.1457643704829097,NORMAL
AST-0001,2026-08-02 22:13:38.403936,6.36,1.74,102.79,65.66,51.02,2026-08-02,22,6,4.577999999999999,2.53,1.7820000000000018,-0.7900000000000003,False,True,1,MEDIUM,False,0.14086124759474267,NORMAL
AST-0001,2026-08-03 04:07:38.403936,5.63,0.88,98.19,75.05,37.9,2026-08-03,4,0,5.049999999999999,2.032,0.580000000000001,-1.152,False,True,1,MEDIUM,False,0.03647390493553121,NORMAL
AST-0001,2026-08-03 07:04:38.403936,4.72,2.01,101.58,80.89,77.52,2026-08-03,7,0,5.393999999999999,2.134,-0.6739999999999995,-0.1240000000000001,False,False,0,LOW,False,0.12221994036554917,NORMAL
AST-0001,2026-08-03 07:47:38.403936,3.61,2.92,102.39,76.58,82.39,2026-08-03,7,0,5.379999999999999,2.176,-1.7699999999999991,0.7440000000000002,False,True,1,MEDIUM,False,0.132313342426299,NORMAL
AST-0001,2026-08-03 08:15:38.403936,4.36,3.2,101.36,66.65,57.96,2026-08-03,8,0,4.936,2.15,-0.5759999999999996,1.0500000000000005,False,True,1,MEDIUM,False,0.1653403188913528,NORMAL
AST-0001,2026-08-03 21:34:38.403936,14.45,3.18,98.83,70.52,76.26,2026-08-03,21,0,6.553999999999999,2.438,7.896,0.7420000000000004,True,True,2,HIGH,False,0.01235751993979961,NORMAL
AST-0001,2026-08-03 21:39:38.403936,5.36,1.29,101.67,69.53,95.73,2026-08-03,21,0,6.499999999999998,2.5200000000000005,-1.139999999999998,-1.2300000000000004,False,True,1,MEDIUM,False,0.07936788654223442,NORMAL
AST-0001,2026-08-04 04:56:38.403936,3.83,2.99,98.18,54.22,71.18,2026-08-04,4,1,6.321999999999999,2.716,-2.491999999999999,0.274,False,False,0,LOW,False,0.12071788883693674,NORMAL
AST-0001,2026-08-04 05:44:38.403936,4.98,1.87,102.68,59.1,78.49,2026-08-04,5,1,6.595999999999999,2.506,-1.6159999999999988,-0.6360000000000001,False,True,1,MEDIUM,False,0.14183968666521457,NORMAL
AST-0001,2026-08-04 07:36:38.403936,5.05,2.2,103.55,73.48,68.17,2026-08-04,7,1,6.734,2.306,-1.6840000000000002,-0.1059999999999998,False,False,0,LOW,False,0.14539454086133213,NORMAL
AST-0001,2026-08-04 10:02:38.403936,4.09,2.64,103.79,41.55,55.79,2026-08-04,10,1,4.661999999999999,2.198,-0.5719999999999992,0.4420000000000001,False,False,0,LOW,False,0.0610347438645803,NORMAL
AST-0001,2026-08-04 10:30:38.403936,4.3,2.87,100.43,69.64,75.0,2026-08-04,10,1,4.449999999999999,2.514,-0.1499999999999994,0.3559999999999998,False,False,0,LOW,False,0.167616290540213,NORMAL
AST-0001,2026-08-04 12:15:38.403936,5.9,2.41,99.58,49.64,31.45,2026-08-04,12,1,4.863999999999999,2.398000000000001,1.0360000000000014,0.0119999999999995,False,False,0,LOW,False,0.06425234808575092,NORMAL
AST-0001,2026-08-04 12:22:38.403936,3.98,4.05,102.78,77.46,54.48,2026-08-04,12,1,4.664,2.834,-0.6839999999999997,1.2159999999999995,False,True,1,MEDIUM,False,0.10837329738297202,NORMAL
AST-0001,2026-08-04 14:20:38.403936,6.01,1.66,99.4,61.77,77.32,2026-08-04,14,1,4.855999999999999,2.726,1.1540000000000008,-1.066,False,True,1,MEDIUM,False,0.14310889383474384,NORMAL
AST-0001,2026-08-04 16:23:38.403936,6.9,3.09,101.32,62.62,66.38,2026-08-04,16,1,5.417999999999999,2.816,1.482000000000001,0.274,False,False,0,LOW,False,0.15706784726365897,NORMAL
AST-0001,2026-08-04 17:51:38.403936,4.18,1.7,100.58,52.0,90.81,2026-08-04,17,1,5.393999999999999,2.582,-1.2139999999999995,-0.8819999999999999,False,True,1,MEDIUM,False,0.09059990454775546,NORMAL
AST-0001,2026-08-04 18:16:38.403936,-7.39,2.06,102.08,50.21,68.3,2026-08-04,18,1,2.7359999999999998,2.512,-10.126,-0.4519999999999995,True,False,1,MEDIUM,True,-0.01626770633270802,ANOMALOUS
AST-0001,2026-08-04 18:20:38.403936,5.51,2.94,103.72,54.43,78.42,2026-08-04,18,1,3.042,2.29,2.4680000000000004,0.6499999999999999,False,True,1,MEDIUM,False,0.12284612545248325,NORMAL
AST-0001,2026-08-04 20:22:38.403936,2.61,7.92,105.95,75.62,90.45,2026-08-04,20,1,2.361999999999999,3.5420000000000003,0.2480000000000006,4.378,False,True,1,MEDIUM,True,-0.08253190529163879,ANOMALOUS
AST-0001,2026-08-04 22:06:38.403936,6.29,2.38,96.86,51.0,60.51,2026-08-04,22,1,2.2399999999999998,3.4,4.050000000000001,-1.02,False,True,1,MEDIUM,False,0.05757863909698191,NORMAL
AST-0001,2026-08-05 01:37:38.403936,6.66,2.01,103.42,51.23,43.43,2026-08-05,1,2,2.7359999999999998,3.462,3.924000000000001,-1.452,False,True,1,MEDIUM,False,0.08245759436784855,NORMAL
AST-0001,2026-08-05 02:36:38.403936,4.73,2.43,103.57,68.59,89.02,2026-08-05,2,2,5.159999999999999,3.536,-0.4299999999999988,-1.106,False,True,1,MEDIUM,False,0.12761704639739474,NORMAL
AST-0001,2026-08-05 05:30:38.403936,6.6,2.84,101.56,67.15,58.0,2026-08-05,5,2,5.377999999999998,3.516,1.2220000000000013,-0.6759999999999997,False,True,1,MEDIUM,False,0.16162363203357116,NORMAL
AST-0001,2026-08-05 11:37:38.403936,1.65,2.4,98.53,74.02,79.11,2026-08-05,11,2,5.185999999999999,2.412,-3.535999999999999,-0.012,False,False,0,LOW,False,0.09526854122347106,NORMAL
AST-0001,2026-08-05 14:17:38.403936,4.79,2.64,98.45,50.53,50.46,2026-08-05,14,2,4.885999999999999,2.464,-0.0959999999999992,0.1760000000000001,False,False,0,LOW,False,0.09649555143723387,NORMAL
AST-0001,2026-08-05 14:46:38.403936,13.37,8.06,103.44,53.0,23.31,2026-08-05,14,2,6.227999999999999,3.674,7.142,4.386000000000001,True,True,2,HIGH,True,-0.14432825773037217,ANOMALOUS
AST-0001,2026-08-05 18:42:38.403936,1.64,1.64,101.12,70.14,68.28,2026-08-05,18,2,5.609999999999999,3.516,-3.969999999999999,-1.876,False,True,1,MEDIUM,False,0.13070717685451083,NORMAL
AST-0001,2026-08-05 20:14:38.403936,5.59,2.38,99.73,62.76,64.65,2026-08-05,20,2,5.408,3.4239999999999995,0.1820000000000003,-1.0439999999999996,False,True,1,MEDIUM,False,0.16007330313269086,NORMAL
AST-0001,2026-08-06 03:04:38.403936,3.01,2.27,105.2,65.78,86.29,2026-08-06,3,3,5.679999999999999,3.398000000000001,-2.669999999999999,-1.1280000000000006,False,True,1,MEDIUM,False,0.08461587661759978,NORMAL
AST-0001,2026-08-06 05:11:38.403936,3.33,1.61,104.8,74.36,87.89,2026-08-06,5,3,5.387999999999999,3.192,-2.057999999999999,-1.582,False,True,1,MEDIUM,False,0.07078594068141247,NORMAL
AST-0001,2026-08-06 05:12:38.403936,1.43,2.8,104.21,59.09,72.92,2026-08-06,5,3,2.999999999999999,2.14,-1.5699999999999992,0.6600000000000001,False,True,1,MEDIUM,False,0.09510938253165346,NORMAL
AST-0001,2026-08-06 05:42:38.403936,5.43,3.47,100.72,56.2,79.9,2026-08-06,5,3,3.757999999999999,2.506,1.6720000000000006,0.9640000000000004,False,True,1,MEDIUM,False,0.13847107657105817,NORMAL
AST-0001,2026-08-06 05:42:38.403936,3.31,2.61,100.58,85.29,84.89,2026-08-06,5,3,3.3019999999999987,2.552,0.0080000000000013,0.0579999999999998,False,False,0,LOW,False,0.0760062322610468,NORMAL
AST-0001,2026-08-06 09:57:38.403936,5.02,1.94,101.5,61.31,67.92,2026-08-06,9,3,3.7039999999999993,2.486,1.3160000000000005,-0.5459999999999998,False,True,1,MEDIUM,False,0.16438573447426885,NORMAL
AST-0001,2026-08-06 13:45:38.403936,4.26,3.18,102.81,71.05,59.95,2026-08-06,13,3,3.8899999999999992,2.8,0.3700000000000005,0.3800000000000003,False,False,0,LOW,False,0.15766961838692883,NORMAL
AST-0001,2026-08-06 17:26:38.403936,5.2,3.49,100.46,64.46,50.23,2026-08-06,17,3,4.643999999999999,2.938,0.5560000000000009,0.552,False,True,1,MEDIUM,False,0.14587106134178884,NORMAL
AST-0001,2026-08-06 23:39:38.403936,6.49,2.03,99.58,65.97,60.92,2026-08-06,23,3,4.855999999999999,2.65,1.6340000000000012,-0.6200000000000001,False,True,1,MEDIUM,False,0.15319530803943937,NORMAL
AST-0001,2026-08-07 00:48:38.403936,6.69,2.39,101.3,70.1,74.1,2026-08-07,0,4,5.531999999999999,2.6060000000000003,1.1580000000000013,-0.2160000000000002,False,False,0,LOW,False,0.15549721541728923,NORMAL
AST-0001,2026-08-07 02:08:38.403936,5.84,2.08,103.34,65.6,62.06,2026-08-07,2,4,5.696,2.6340000000000003,0.1440000000000001,-0.5540000000000003,False,True,1,MEDIUM,False,0.15351840614466927,NORMAL
AST-0001,2026-08-07 03:26:38.403936,4.07,2.7,100.76,49.57,93.7,2026-08-07,3,4,5.658,2.5380000000000003,-1.5879999999999992,0.1619999999999999,False,False,0,LOW,False,0.07214048338546886,NORMAL
AST-0001,2026-08-07 12:57:38.403936,4.17,2.99,98.91,82.34,87.99,2026-08-07,12,4,5.452,2.438,-1.282,0.5520000000000005,False,True,1,MEDIUM,False,0.06590269407320376,NORMAL
AST-0001,2026-08-07 15:10:38.403936,6.39,2.82,101.0,55.5,91.98,2026-08-07,15,4,5.432,2.596,0.9580000000000002,0.2239999999999997,False,False,0,LOW,False,0.10830984500868895,NORMAL
AST-0001,2026-08-07 16:13:38.403936,4.77,3.3,101.3,47.62,58.55,2026-08-07,16,4,5.047999999999999,2.778,-0.2779999999999996,0.5220000000000002,False,True,1,MEDIUM,False,0.115622064035099,NORMAL
AST-0001,2026-08-07 19:32:38.403936,6.34,1.53,102.18,51.3,84.18,2026-08-07,19,4,5.147999999999999,2.668,1.192000000000001,-1.138,False,True,1,MEDIUM,False,0.0921948787206755,NORMAL
AST-0001,2026-08-07 23:03:38.403936,1.87,2.58,104.91,91.67,66.75,2026-08-07,23,4,4.707999999999999,2.644,-2.837999999999999,-0.0639999999999996,False,False,0,LOW,True,-0.005552116756978309,ANOMALOUS
AST-0001,2026-08-08 00:20:38.403936,4.63,2.68,101.86,65.67,54.02,2026-08-08,0,5,4.799999999999999,2.582,-0.169999999999999,0.0980000000000003,False,False,0,LOW,False,0.1658659705167515,NORMAL
AST-0001,2026-08-08 02:06:38.403936,19.81,0.97,101.02,69.76,65.61,2026-08-08,2,5,7.483999999999999,2.212,12.326,-1.2419999999999998,True,True,2,HIGH,True,-0.0380463371462737,ANOMALOUS
AST-0001,2026-08-08 03:18:38.403936,5.09,2.42,103.17,60.75,54.54,2026-08-08,3,5,7.547999999999999,2.036,-2.4579999999999997,0.3839999999999999,False,False,0,LOW,False,0.1505953717780223,NORMAL
AST-0001,2026-08-08 07:14:38.403936,4.5,2.64,99.16,59.72,65.06,2026-08-08,7,5,7.179999999999998,2.258,-2.679999999999998,0.3820000000000001,False,False,0,LOW,False,0.15191254347879724,NORMAL
AST-0001,2026-08-08 08:22:38.403936,5.9,2.8,99.07,64.59,82.47,2026-08-08,8,5,7.985999999999999,2.3020000000000005,-2.0859999999999985,0.4979999999999993,False,False,0,LOW,False,0.13707543604323985,NORMAL
AST-0001,2026-08-08 13:47:38.403936,3.9,1.39,103.28,57.24,50.96,2026-08-08,13,5,7.839999999999999,2.044,-3.939999999999999,-0.6539999999999997,False,True,1,MEDIUM,False,0.11646855242132281,NORMAL
AST-0001,2026-08-08 16:00:38.403936,1.39,3.43,99.75,56.46,57.74,2026-08-08,16,5,4.156,2.536,-2.766,0.8940000000000001,False,True,1,MEDIUM,False,0.10493667928607442,NORMAL
AST-0001,2026-08-08 16:34:38.403936,6.0,2.1,99.9,80.03,38.43,2026-08-08,16,5,4.337999999999999,2.472,1.6620000000000008,-0.3719999999999999,False,False,0,LOW,False,0.07579936436815082,NORMAL
AST-0001,2026-08-08 16:56:38.403936,5.1,2.27,101.33,44.21,59.42,2026-08-08,16,5,4.457999999999999,2.398,0.6420000000000003,-0.1280000000000001,False,False,0,LOW,False,0.10322543552827496,NORMAL
AST-0001,2026-08-08 17:53:38.403936,8.29,2.8,97.23,59.57,30.22,2026-08-08,17,5,4.935999999999998,2.398,3.354000000000001,0.4020000000000001,False,False,0,LOW,True,-0.0140822019246305,ANOMALOUS
AST-0001,2026-08-09 01:10:38.403936,5.07,2.82,104.22,65.09,33.35,2026-08-09,1,6,5.169999999999999,2.684,-0.0999999999999987,0.1359999999999996,False,False,0,LOW,False,0.0765828521739732,NORMAL
AST-0001,2026-08-09 01:22:38.403936,4.05,0.42,100.58,64.36,46.81,2026-08-09,1,6,5.701999999999999,2.082,-1.6519999999999992,-1.662,False,True,1,MEDIUM,False,0.10079041543282091,NORMAL
AST-0001,2026-08-09 01:57:38.403936,4.61,2.15,103.85,53.31,52.02,2026-08-09,1,6,5.423999999999999,2.092,-0.8139999999999983,0.0580000000000002,False,False,0,LOW,False,0.1181789901703767,NORMAL
AST-0001,2026-08-09 15:41:38.403936,6.6,3.24,101.42,58.53,77.57,2026-08-09,15,6,5.723999999999999,2.286,0.8760000000000003,0.9540000000000002,False,True,1,MEDIUM,False,0.14800651535275128,NORMAL
AST-0001,2026-08-09 18:34:38.403936,5.32,2.51,100.43,63.9,63.41,2026-08-09,18,6,5.13,2.228,0.1900000000000004,0.282,False,False,0,LOW,False,0.17085273867149975,NORMAL
AST-0001,2026-08-10 00:39:38.403936,5.28,2.86,103.74,63.79,40.03,2026-08-10,0,0,5.171999999999999,2.236,0.1080000000000014,0.6240000000000001,False,True,1,MEDIUM,False,0.11330359297643078,NORMAL
AST-0001,2026-08-10 09:45:38.403936,4.31,2.67,102.45,61.02,42.79,2026-08-10,9,0,5.223999999999999,2.686,-0.9139999999999996,-0.016,False,False,0,LOW,False,0.1409997029910351,NORMAL
AST-0001,2026-08-10 11:54:38.403936,3.88,3.32,100.54,85.83,72.76,2026-08-10,11,0,5.077999999999999,2.92,-1.1979999999999995,0.3999999999999999,False,False,0,LOW,False,0.08673982178092005,NORMAL
AST-0001,2026-08-10 14:33:38.403936,6.35,2.13,103.08,74.02,82.15,2026-08-10,14,0,5.028,2.6979999999999995,1.322,-0.5679999999999996,False,True,1,MEDIUM,False,0.13442165989069932,NORMAL
AST-0001,2026-08-10 15:23:38.403936,2.94,3.98,95.79,79.23,73.76,2026-08-10,15,0,4.551999999999999,2.992,-1.6119999999999988,0.988,False,True,1,MEDIUM,True,-0.0004298045847641596,ANOMALOUS
AST-0001,2026-08-10 15:27:38.403936,5.29,0.94,99.19,63.42,67.65,2026-08-10,15,0,4.553999999999999,2.608,0.7360000000000007,-1.6679999999999997,False,True,1,MEDIUM,False,0.12452588978707257,NORMAL
AST-0001,2026-08-10 19:14:38.403936,3.5,2.79,102.13,65.81,68.22,2026-08-10,19,0,4.391999999999999,2.632,-0.8919999999999986,0.1579999999999999,False,False,0,LOW,False,0.1680610711796689,NORMAL
AST-0001,2026-08-10 19:54:38.403936,2.48,2.51,103.2,78.07,61.09,2026-08-10,19,0,4.111999999999999,2.47,-1.6319999999999992,0.04,False,False,0,LOW,False,0.11692294372402096,NORMAL
AST-0001,2026-08-10 19:57:38.403936,3.34,5.06,102.73,66.52,52.65,2026-08-10,19,0,3.51,3.056,-0.1699999999999994,2.004,False,True,1,MEDIUM,False,0.08788946089022193,NORMAL
AST-0001,2026-08-11 00:13:38.403936,5.57,2.68,100.65,70.91,77.24,2026-08-11,0,1,4.036,2.7960000000000003,1.5340000000000007,-0.1160000000000001,False,False,0,LOW,False,0.15592168972174425,NORMAL
AST-0001,2026-08-11 02:37:38.403936,5.42,3.33,99.48,62.56,70.3,2026-08-11,2,1,4.061999999999999,3.274,1.3580000000000003,0.0560000000000004,False,False,0,LOW,False,0.15460489085226564,NORMAL
AST-0001,2026-08-11 05:47:38.403936,5.94,1.01,99.77,67.42,70.83,2026-08-11,5,1,4.549999999999999,2.918,1.3900000000000017,-1.908,False,True,1,MEDIUM,False,0.11847418361382667,NORMAL
AST-0001,2026-08-11 06:55:38.403936,4.31,1.64,99.6,51.91,62.24,2026-08-11,6,1,4.916,2.744,-0.6059999999999999,-1.104,False,True,1,MEDIUM,False,0.1266713869503283,NORMAL
AST-0001,2026-08-11 08:00:38.403936,5.28,4.0,102.14,67.77,65.15,2026-08-11,8,1,5.303999999999999,2.532,-0.0239999999999991,1.468,False,True,1,MEDIUM,False,0.14647420348641488,NORMAL
AST-0001,2026-08-11 11:09:38.403936,2.48,3.18,99.97,59.18,56.68,2026-08-11,11,1,4.685999999999999,2.632,-2.205999999999999,0.548,False,True,1,MEDIUM,False,0.13356553865403625,NORMAL
AST-0001,2026-08-11 14:10:38.403936,5.93,2.45,99.52,59.36,54.33,2026-08-11,14,1,4.787999999999999,2.456,1.1420000000000003,-0.0059999999999997,False,False,0,LOW,False,0.14416910202941352,NORMAL
AST-0001,2026-08-11 16:37:38.403936,6.16,2.05,103.13,64.48,78.22,2026-08-11,16,1,4.831999999999999,2.664,1.3280000000000012,-0.6140000000000003,False,True,1,MEDIUM,False,0.14969909295191952,NORMAL
AST-0001,2026-08-11 22:21:38.403936,4.18,3.06,101.33,51.12,55.63,2026-08-11,22,1,4.805999999999999,2.9479999999999995,-0.6259999999999994,0.1120000000000005,False,False,0,LOW,False,0.1421313346973032,NORMAL
AST-0001,2026-08-12 01:59:38.403936,4.78,2.68,99.21,77.77,56.98,2026-08-12,1,2,4.706,2.684,0.0740000000000007,-0.004,False,False,0,LOW,False,0.12648551730018942,NORMAL
AST-0001,2026-08-12 04:25:38.403936,3.76,3.61,102.09,56.67,84.19,2026-08-12,4,2,4.961999999999999,2.77,-1.201999999999999,0.8399999999999999,False,True,1,MEDIUM,False,0.12471545108092175,NORMAL
AST-0001,2026-08-12 05:53:38.403936,4.22,2.15,104.19,66.97,83.57,2026-08-12,5,2,4.619999999999999,2.71,-0.3999999999999994,-0.56,False,True,1,MEDIUM,False,0.12247364433015812,NORMAL
AST-0001,2026-08-12 10:58:38.403936,4.73,1.81,101.35,72.5,64.05,2026-08-12,10,2,4.333999999999999,2.662,0.3960000000000017,-0.8519999999999999,False,True,1,MEDIUM,False,0.15568162883717002,NORMAL
AST-0001,2026-08-12 12:58:38.403936,4.44,1.95,97.76,54.45,94.48,2026-08-12,12,2,4.385999999999999,2.4400000000000004,0.0540000000000011,-0.4900000000000004,False,False,0,LOW,False,0.039494294558141074,NORMAL
AST-0001,2026-08-12 13:59:38.403936,4.5,1.65,98.78,54.95,51.98,2026-08-12,13,2,4.329999999999999,2.234,0.1700000000000008,-0.5840000000000001,False,True,1,MEDIUM,False,0.11035988944305625,NORMAL
AST-0001,2026-08-12 18:50:38.403936,-3.73,0.78,101.75,68.5,67.4,2026-08-12,18,2,2.832,1.668,-6.561999999999999,-0.8879999999999999,True,True,2,HIGH,False,0.006269165412628452,NORMAL
AST-0001,2026-08-12 21:22:38.403936,5.89,4.03,98.5,70.63,53.29,2026-08-12,21,2,3.1659999999999995,2.044,2.724,1.9860000000000009,False,True,1,MEDIUM,False,0.09662767775038189,NORMAL
AST-0001,2026-08-12 21:47:38.403936,3.76,2.26,100.67,71.19,100.0,2026-08-12,21,2,2.971999999999999,2.1340000000000003,0.7880000000000007,0.1259999999999994,False,False,0,LOW,False,0.07766842566700644,NORMAL
AST-0001,2026-08-13 03:32:38.403936,4.04,3.08,100.0,44.1,61.94,2026-08-13,3,3,2.8919999999999986,2.3600000000000003,1.1480000000000017,0.7199999999999998,False,True,1,MEDIUM,False,0.10080443320786031,NORMAL
AST-0001,2026-08-13 03:39:38.403936,4.67,3.03,104.47,52.62,100.0,2026-08-13,3,3,2.9259999999999997,2.636,1.7440000000000009,0.3939999999999997,False,False,0,LOW,False,0.03024478649512774,NORMAL
AST-0001,2026-08-13 03:54:38.403936,17.15,3.18,102.09,69.54,36.52,2026-08-13,3,3,7.101999999999999,3.116,10.048,0.064,True,False,1,MEDIUM,True,-0.031679915478128984,ANOMALOUS
AST-0001,2026-08-13 06:19:38.403936,5.31,3.82,105.14,63.71,47.55,2026-08-13,6,3,6.985999999999999,3.0740000000000003,-1.6759999999999993,0.7459999999999996,False,True,1,MEDIUM,False,0.08226345128942059,NORMAL
AST-0001,2026-08-13 06:42:38.403936,2.39,1.93,101.06,42.4,78.84,2026-08-13,6,3,6.711999999999999,3.008,-4.321999999999999,-1.078,False,True,1,MEDIUM,False,0.06851213034596876,NORMAL
AST-0001,2026-08-13 10:15:38.403936,3.77,3.36,102.29,85.75,86.24,2026-08-13,10,3,6.658,3.064,-2.8879999999999995,0.2959999999999998,False,False,0,LOW,False,0.06570006507754705,NORMAL
AST-0001,2026-08-13 14:22:38.403936,7.79,2.58,101.97,80.79,62.3,2026-08-13,14,3,7.281999999999999,2.974,0.5080000000000009,-0.3939999999999997,False,False,0,LOW,False,0.0997042695590617,NORMAL
AST-0001,2026-08-13 15:21:38.403936,4.89,3.36,102.57,70.75,68.63,2026-08-13,15,3,4.829999999999999,3.01,0.0600000000000005,0.3500000000000001,False,False,0,LOW,False,0.154198335892063,NORMAL
AST-0001,2026-08-13 18:21:38.403936,5.22,2.84,102.51,85.57,44.64,2026-08-13,18,3,4.811999999999999,2.814,0.4080000000000003,0.0260000000000002,False,False,0,LOW,False,0.05394729473213966,NORMAL
AST-0001,2026-08-13 20:30:38.403936,5.76,2.2,95.49,61.25,46.31,2026-08-13,20,3,5.485999999999999,2.868,0.2740000000000009,-0.6679999999999997,False,True,1,MEDIUM,False,0.04463069792760149,NORMAL
AST-0001,2026-08-13 20:48:38.403936,6.49,2.63,99.62,60.57,53.65,2026-08-13,20,3,6.029999999999999,2.722,0.4600000000000008,-0.092,False,False,0,LOW,False,0.14647577848736787,NORMAL
